class,subclass,level,feature_name,feature_type,short_rules,tags,notes
Ranger,Deep Stalker,15,Shadowy Dodge,subclass_feature,"You can blur into the surrounding darkness when attacked, imposing disadvantage on some attacks against you as a reaction.","defense,reaction,stealth",Represents vanishing into the gloom between strikes.
Rogue,Thief,3,Fast Hands,subclass_feature,"You can use the bonus action from Cunning Action to make certain Dexterity-based checks, use thieves' tools, or interact with objects more aggressively.","utility,action-economy",Speeds up classic rogue tasks like picking pockets or locks in combat.
Rogue,Thief,3,Second-Story Work,subclass_feature,"Your climbing and jumping improve, making it easier to move vertically and across gaps.","mobility,athletics",Reduces movement penalties for climbing and boosts jump distance.
Rogue,Assassin,3,Bonus Proficiencies,subclass_feature,"You gain proficiency with disguise kits and poisoner's tools, supporting your role as a professional killer.","tools,skills",These tools help you prepare ambushes and impersonations.
Rogue,Assassin,3,Assassinate,subclass_feature,"You are especially deadly against foes who are unaware of you at the start of combat, and you strike faster once the fight begins.","offense,alpha-strike",Rewards surprise rounds and going early in initiative.
Rogue,Arcane Trickster,3,Spellcasting,subclass_feature,"You learn to cast a limited number of spells, focusing mainly on enchantment and illusion, using Intelligence as your spellcasting ability.","spells,hybrid","Progresses slowly compared to full casters, with emphasis on utility and trickery."
Rogue,Arcane Trickster,3,Mage Hand Legerdemain,subclass_feature,"You can use a more nimble mage hand to pick pockets, handle tools, and manipulate objects at range without easily being noticed.","utility,stealth",Great for remote lockpicking and subtle theft.
Rogue,Thief,9,Supreme Sneak,subclass_feature,You are exceptionally quiet; when moving slowly you are much harder to detect.,"stealth,exploration",Often implemented as advantage on Stealth checks when you move at half speed.
Rogue,Assassin,9,Infiltration Expertise,subclass_feature,"You can spend time and resources building a detailed false identity, complete with documents, history, and minor contacts.","social,roleplay",This identity can withstand casual scrutiny and background checks.
Rogue,Arcane Trickster,9,Magical Ambush,subclass_feature,"When you cast a spell on a creature that cannot see you, it has a harder time resisting your magic.","offense,debuff",Often implemented as disadvantage on saving throws against your spells in those circumstances.
Rogue,Thief,13,Use Magic Device,subclass_feature,You have picked up enough arcane tricks to ignore some class limitations when using magic items.,"magic-items,utility",Allows you to attune to or activate items normally restricted to other classes.
Rogue,Assassin,13,Impostor,subclass_feature,"You can perfectly mimic another person's mannerisms and speech after studying them, making it hard for others to see through your disguise.","deception,disguise",Opponents may need strong Insight checks or magic to pierce your impersonation.
Rogue,Arcane Trickster,13,Versatile Trickster,subclass_feature,"You can command your spectral hand to harry a target, giving you an edge on attack rolls against it.","offense,advantage",Uses your mage hand to create openings for Sneak Attack.
Rogue,Thief,17,Thief's Reflexes,subclass_feature,"You can act with astonishing speed in the first moments of combat, sometimes gaining an extra turn at the start of a fight.","initiative,action-economy",Effectively grants additional actions early in combat.
Rogue,Assassin,17,Death Strike,subclass_feature,"When you hit a surprised creature, your attack can become overwhelmingly lethal, potentially doubling the damage dealt if it fails a saving throw.","offense,alpha-strike",Combines best with Sneak Attack and careful setup.
Rogue,Arcane Trickster,17,Spell Thief,subclass_feature,"When you successfully resist a spell that targets only you, you can try to steal that magic, temporarily learning the spell and preventing the original caster from using it.","defense,resource",Limited by spell level and how many spells you can hold this way.
Sorcerer,Draconic Bloodline,1,Dragon Ancestor,subclass_feature,"You trace your magic to a chosen type of dragon, gaining a related damage type and language.","flavor,damage-type",
Sorcerer,Draconic Bloodline,1,Draconic Resilience,subclass_feature,"Your body takes on draconic toughness, granting extra hit points and a natural armor-like benefit when unarmored.","defense,hp,armor",
Sorcerer,Wild Magic,1,Wild Magic Surge,subclass_feature,"Your spellcasting can trigger unpredictable surges of magic, causing random beneficial or chaotic effects when prompted by your guide.","random,chaos",
Sorcerer,Wild Magic,1,Tides of Chaos,subclass_feature,"You can bend luck in your favor once in a while, gaining advantage on a key roll, but doing so invites future wild surges.","luck,advantage",
Sorcerer,Draconic Bloodline,6,Elemental Affinity,subclass_feature,"When you cast spells that match your draconic damage type, you add your Charisma modifier to one damage roll and can gain limited resistance.","damage,resistance",
Sorcerer,Wild Magic,6,Bend Luck,subclass_feature,You can spend sorcery points to add or subtract a small amount from another creature's roll as a reaction.,"reaction,luck",
Sorcerer,Draconic Bloodline,14,Dragon Wings,subclass_feature,"You can sprout spectral or physical dragon wings, granting a flying speed while they remain.","flight,mobility",
Sorcerer,Wild Magic,14,Controlled Chaos,subclass_feature,"When wild surges occur, you are better at steering the outcome or rerolling the surge.","random,control",
Sorcerer,Draconic Bloodline,18,Draconic Presence,subclass_feature,You can radiate a powerful draconic aura that frightens or charms creatures around you for a short time.,"aura,fear,charm,capstone",
Sorcerer,Wild Magic,18,Spell Bombardment,subclass_feature,"When your spells blast particularly hard, you can wring extra damage out of high damage dice.","damage,crit,capstone",
Warlock,The Archfey,1,Expanded Spell List,subclass_feature,"You gain access to additional spells themed around charm, illusions, and misty escape; they count as warlock spells for you.","spells,charm,illusion",
Warlock,The Archfey,1,Fey Presence,subclass_feature,"You can briefly project an aura of fey charm or fear, forcing nearby creatures to choose between being beguiled or cowed.","charm,fear,area",
Warlock,The Fiend,1,Expanded Spell List,subclass_feature,"You gain access to extra spells themed around fire, fear, and domination; they count as warlock spells for you.","spells,fire,fear",
Warlock,The Fiend,1,Dark One's Blessing,subclass_feature,"When you reduce a hostile creature to 0 hit points, you gain temporary hit points from your patron’s favor.","temp-hp,offense",
Warlock,The Great Old One,1,Expanded Spell List,subclass_feature,"You gain access to extra spells themed around telepathy, madness, and cosmic horror; they count as warlock spells for you.","spells,psychic,horror",
Warlock,The Great Old One,1,Awakened Mind,subclass_feature,"You can speak telepathically to creatures you can see, even across language barriers.","telepathy,communication",
Warlock,The Archfey,6,Misty Escape,subclass_feature,"When you take damage, you can briefly turn invisible and teleport a short distance as a reaction.","reaction,teleport,invisibility",
Warlock,The Fiend,6,Dark One's Own Luck,subclass_feature,"You can add a bonus die to one ability check or saving throw, representing infernal luck backing you up.","luck,defense",
Warlock,The Great Old One,6,Entropic Ward,subclass_feature,"You can twist probability around yourself, imposing disadvantage on an attack and potentially gaining advantage on your next attack against that creature.","defense,luck",
Warlock,The Archfey,10,Beguiling Defenses,subclass_feature,"Your mind becomes twisted in a fey way, granting resistance to charm and sometimes turning charm magic back on the caster.","defense,charm",
Warlock,The Fiend,10,Fiendish Resilience,subclass_feature,"You can adapt to resist one damage type for a while, changing it after a rest.","defense,resistance",
Warlock,The Great Old One,10,Thought Shield,subclass_feature,Your mind is warded; you resist psychic damage and reflect some of it back at those who attack your thoughts.,"defense,psychic",
Warlock,The Archfey,14,Dark Delirium,subclass_feature,"You can inflict a waking dream on a creature, trapping it in a personal nightmare or wonderland while you remain nearby.","control,illusion,capstone",
Warlock,The Fiend,14,Hurl Through Hell,subclass_feature,"When you hit a creature with an attack, you can briefly banish it through a horrifying infernal dimension, returning it badly shaken and damaged.","control,teleport,damage,capstone",
Warlock,The Great Old One,14,Create Thrall,subclass_feature,"You can permanently charm a creature by tampering with its mind, maintaining a telepathic link and subtle control over it.","control,charm,capstone",
Wizard,School of Abjuration,2,Abjuration Savant,subclass_feature,It costs you less time and gold to copy abjuration spells into your spellbook.,"savant,abjuration,utility",
Wizard,School of Abjuration,2,Arcane Ward,subclass_feature,"When you cast abjuration spells, you can create a protective ward that absorbs damage for you.","defense,ward,abjuration",
Wizard,School of Conjuration,2,Conjuration Savant,subclass_feature,It costs you less time and gold to copy conjuration spells into your spellbook.,"savant,conjuration",
Wizard,School of Conjuration,2,Minor Conjuration,subclass_feature,"You can briefly create a small, simple object you have seen before out of thin air.","utility,conjuration",
Wizard,School of Divination,2,Divination Savant,subclass_feature,It costs you less time and gold to copy divination spells into your spellbook.,"savant,divination",
Wizard,School of Divination,2,Portent,subclass_feature,"Each day you roll special d20s you can later spend to replace attack rolls, saves, or checks you see.","luck,control,divination",
Wizard,School of Enchantment,2,Enchantment Savant,subclass_feature,It costs you less time and gold to copy enchantment spells into your spellbook.,"savant,enchantment",
Wizard,School of Enchantment,2,Hypnotic Gaze,subclass_feature,"You can lock a creature's attention with your gaze, potentially incapacitating it at close range.","control,enchantment",
Wizard,School of Evocation,2,Evocation Savant,subclass_feature,It costs you less time and gold to copy evocation spells into your spellbook.,"savant,evocation",
Wizard,School of Evocation,2,Sculpt Spells,subclass_feature,"When you cast area evocation spells, you can shield some allies from the blast.","area,ally-protect",
Wizard,School of Illusion,2,Illusion Savant,subclass_feature,It costs you less time and gold to copy illusion spells into your spellbook.,"savant,illusion",
Wizard,School of Illusion,2,Improved Minor Illusion,subclass_feature,You can create sound and image together when you cast your basic illusion cantrip.,"cantrip,illusion",
Wizard,School of Necromancy,2,Necromancy Savant,subclass_feature,It costs you less time and gold to copy necromancy spells into your spellbook.,"savant,necromancy",
Wizard,School of Necromancy,2,Grim Harvest,subclass_feature,"When your spells slay creatures, you siphon a bit of life energy back as healing.","healing,offense,necromancy",
Wizard,School of Transmutation,2,Transmutation Savant,subclass_feature,It costs you less time and gold to copy transmutation spells into your spellbook.,"savant,transmutation",
Wizard,School of Transmutation,2,Minor Alchemy,subclass_feature,"You can temporarily change the material properties of nonmagical objects, such as turning wood into stone.","utility,transmutation",
Wizard,School of Abjuration,6,Projected Ward,subclass_feature,"You can use your ward to shield a nearby creature, redirecting some of their damage to your ward.","defense,ally-protect",
Wizard,School of Conjuration,6,Benign Transposition,subclass_feature,You can teleport yourself or swap places with a willing creature you can see.,"mobility,teleportation",
Wizard,School of Divination,6,Expert Divination,subclass_feature,"Casting certain divination spells refunds some of the magic, letting you regain a portion of the spell slot.","resource,divination",
Wizard,School of Enchantment,6,Instinctive Charm,subclass_feature,"When a creature attacks you, you can twist its mind so it targets someone else instead.","defense,control",
Wizard,School of Evocation,6,Potent Cantrip,subclass_feature,Your damaging cantrips are harder for enemies to shrug off and still hurt even on successful saves.,"cantrip,damage",
Wizard,School of Illusion,6,Malleable Illusions,subclass_feature,You can reshape your ongoing illusions as a bonus action without recasting them.,"control,illusion",
Wizard,School of Necromancy,6,Undead Thralls,subclass_feature,"Your animate dead effects create more durable undead, and you can control more of them at once.","undead,minions",
Wizard,School of Transmutation,6,Transmuter’s Stone,subclass_feature,"You create a special stone that grants a chosen benefit such as extra speed, darkvision, or resistance to an element.","buff,utility",
Wizard,School of Abjuration,10,Improved Abjuration,subclass_feature,Your abjuration counterspells and dispels are harder to resist and more reliable.,"counterspell,abjuration",
Wizard,School of Conjuration,10,Focused Conjuration,subclass_feature,Your concentration on conjuration spells is harder to break when you take damage.,"concentration,defense",
Wizard,School of Divination,10,The Third Eye,subclass_feature,"You can grant yourself special senses such as darkvision, seeing invisible creatures, or reading auras.","senses,utility",
Wizard,School of Enchantment,10,Split Enchantment,subclass_feature,"When you cast some enchantment spells, you can affect an extra creature with the same casting.","multi-target,enchantment",
Wizard,School of Evocation,10,Empowered Evocation,subclass_feature,You add your Intelligence modifier to the damage of your evocation spells.,"damage,offense",
Wizard,School of Illusion,10,Illusory Self,subclass_feature,"When you are about to be hit, you can briefly replace yourself with an illusion, causing the attack to miss.","defense,illusion",
Wizard,School of Necromancy,10,Inured to Undeath,subclass_feature,You gain resistance to necrotic damage and your hit point maximum is harder to reduce.,"defense,necromancy",
Wizard,School of Transmutation,10,Shapechanger,subclass_feature,"You can briefly transform yourself into small or simple forms, similar to a limited polymorph.","utility,polymorph",
Wizard,School of Abjuration,14,Spell Resistance,subclass_feature,"You gain strong defenses against damaging spells, often granting advantage on saves and resistance to spell damage.","defense,spell-resistance",
Wizard,School of Conjuration,14,Durable Summons,subclass_feature,"Creatures you summon are tougher, gaining extra hit points or other durability benefits.","summons,defense",
Wizard,School of Divination,14,Greater Portent,subclass_feature,You roll more portent dice and can manipulate fate even more often each day.,"luck,control,divination",
Wizard,School of Enchantment,14,Alter Memories,subclass_feature,"You can subtly edit the memories of creatures you charm, smoothing over your manipulations.","social,control",
Wizard,School of Evocation,14,Overchannel,subclass_feature,You can supercharge a low-level evocation spell to deal maximum damage at the risk of harming yourself.,"nova,damage,risk",
Wizard,School of Illusion,14,Illusory Reality,subclass_feature,You can temporarily make part of an illusion real enough to interact with the world.,"utility,control,illusion",
Wizard,School of Necromancy,14,Command Undead,subclass_feature,"You can wrest control of powerful undead creatures, bending them to your will if they fail a saving throw.","control,undead",
Wizard,School of Transmutation,14,Master Transmuter,subclass_feature,You can consume your transmuter’s stone to produce a powerful one-time transformation effect.,"capstone,transmutation",
